frame,id,tlx,tly,width,height,score,lifetime,cross,incrossing
28,0,67.45649,67.809296,59.358658,170.47195,0.9993099,411,1,0
29,0,69.75797,66.22751600000001,60.907112,172.24356,0.9994759,411,1,0
30,0,71.42702,68.525314,63.201828000000006,168.73587,0.9995024,411,1,0
31,0,73.01053,67.30638,64.2626,171.79477,0.99929523,411,1,0
32,0,74.29890999999998,70.35953,62.655495,167.63852,0.99960655,411,1,0
33,0,75.49223,70.589096,63.18628,168.3779,0.999647,411,1,0
34,0,76.30095,69.06174,65.42839000000001,168.14061999999996,0.9997408,411,1,0
35,0,79.045715,69.2208,64.01495,169.98113999999995,0.9994123,411,1,0
36,0,79.93207,69.43975999999999,66.54166,169.04276000000004,0.9994785,411,1,0
37,0,85.478226,66.72561999999999,63.695786,172.52414,0.99935347,411,1,0
38,0,93.645004,67.82211,60.23344399999999,170.37451,0.99943274,411,1,0
39,0,93.85971,67.72664,63.21655300000001,171.61588,0.9991258,411,1,0
40,0,98.01448,67.390755,61.855103,171.42517,0.9990928,411,1,0
41,0,102.126816,67.48567,60.01351999999999,169.75323,0.99929285,411,1,0
42,0,104.08056,66.922386,62.82486700000001,167.5745,0.99920756,411,1,0
43,0,104.87543,64.58027,66.23865,174.25853999999995,0.9989334,411,1,0
44,0,108.35901,67.62260400000001,64.276886,171.54297,0.99891365,411,1,0
45,0,111.20761,66.81137,63.77029399999999,172.42438,0.9988722,411,1,0
46,0,113.396866,68.95473,63.51291,169.26431000000005,0.9991505,411,1,0
47,0,115.80474,68.66765600000001,62.25725600000001,170.69925,0.9991227,411,1,0
48,0,116.865425,70.29972,61.990746,169.62589,0.9990765,411,1,0
49,0,117.17476,70.71924,63.63851999999999,167.31433,0.9986929,411,1,0
50,0,118.43388,72.95315,62.708496,164.28928,0.99852693,411,1,0
51,0,121.45317,70.52684,61.38284300000001,167.88733,0.9986909,411,1,0
52,0,123.41432,70.45914,59.79538,166.95197,0.9985489,411,1,0
53,0,126.01904,70.48038000000003,56.71774300000001,166.49136,0.9991609,411,1,0
54,0,129.62247,70.14984,53.349365,165.71075,0.9987972,411,1,0
55,0,131.37158,69.73696,53.573273,166.03243999999995,0.9988511999999998,411,1,0
56,0,132.0469,70.04443,55.21768,162.22412,0.99933225,411,1,0
57,0,133.94426,69.44551,55.12503,159.66881999999995,0.99940515,411,1,0
58,0,134.83203,66.88856,54.83954,163.09927,0.9994055,411,1,0
59,0,136.11086,67.386566,54.622375,161.59131000000005,0.99915636,411,1,0
60,0,138.61234,67.91166,53.299377,163.87527,0.9992275,411,1,0
61,0,138.72754,68.07475,55.56122,166.10092,0.99933004,411,1,0
62,0,141.36553999999995,69.99613000000001,55.204742,161.8157,0.99928015,411,1,0
63,0,144.07166999999995,68.63802,51.59015,162.8483,0.99954224,411,1,0
64,0,143.58484,69.71818,56.886932,161.47363,0.9993774,411,1,0
65,0,146.7894,71.12483,53.661194,158.8063,0.9996445,411,1,0
66,0,145.78883000000005,73.192566,58.84826700000001,158.16824,0.9994803,411,1,0
67,0,146.3544,72.18399000000002,58.97223,159.6629,0.9993986,411,1,0
68,0,145.65271,72.93722,61.776123,159.64322,0.9991598,411,1,0
69,0,148.52092,72.31069000000002,60.66976999999999,159.47528,0.9990729,411,1,0
69,1,531.0043,122.93753999999998,10.9313965,27.654137,0.81540716,292,1,0
70,0,150.97361999999995,72.22896999999998,60.743378,158.67685,0.9991346,411,1,0
71,0,156.87225,72.87845,57.75891,155.13631999999996,0.9991479,411,1,0
72,0,160.08542,71.01063,56.075287,158.51973999999996,0.9992803,411,1,0
73,0,164.1467,71.67538,55.33071999999999,156.54556000000005,0.9990901,411,1,0
74,0,165.17886,71.21682,56.363373,157.81826999999996,0.9987394,411,1,0
75,0,167.0396,70.01205999999999,58.208252,158.0271,0.9987576,411,1,0
76,0,169.38308999999995,68.166855,56.95950300000001,158.82742,0.9982083,411,1,0
77,0,173.98904,69.70681,53.742676,157.69933999999995,0.9988638,411,1,0
78,0,174.94972,71.04602,57.024048,154.68372,0.99874204,411,1,0
79,0,175.42847,71.2525,57.497253,155.88299999999995,0.99917656,411,1,0
80,0,176.99002,71.78034,56.36798,154.43533,0.999252,411,1,0
81,0,178.36653,72.58830999999998,56.755554,155.85433999999995,0.9991285,411,1,0
82,0,180.68709,72.82881,56.03424,157.41959,0.9992884,411,1,0
83,0,182.20576,73.487724,57.010498,155.68225,0.9989341,411,1,0
84,0,184.14192,74.057396,56.54040500000001,156.9862,0.9990208,411,1,0
85,0,182.93271,75.02311999999998,58.395477,152.68625,0.9993243,411,1,0
86,0,187.59337,74.88466,52.845703,152.46158,0.9995103,411,1,0
87,0,190.31488,74.80966,50.52942,153.45767,0.99938107,411,1,0
88,0,190.5489,74.061165,51.48581,149.73535,0.9993093,411,1,0
89,0,191.47467,74.23356,51.797974,150.30695,0.99931145,411,1,0
90,0,191.26012,74.10665999999998,53.945404,151.03604,0.9994153,411,1,0
91,0,194.61743,71.98134,51.42874000000001,145.57907,0.99927276,411,1,0
92,0,194.3784,71.35483599999998,52.440155,151.66513,0.99933976,411,1,0
93,0,197.97127,71.41233000000003,48.524048,149.61963,0.9993476,411,1,0
94,0,198.75058,72.07853,49.125122,152.45969,0.99934644,411,1,0
95,0,200.16563,72.2577,49.078125,153.4798,0.999537,411,1,0
96,0,201.37907,72.000496,47.902466,151.57535,0.9996045,411,1,0
97,0,202.98325,72.45985,48.720886,154.20053,0.99919516,411,1,0
98,0,204.74985,74.84093,49.859406,148.98355,0.9995553,411,1,0
99,0,206.03044,76.93729,49.242355,146.44714,0.99947387,411,1,0
100,0,207.01788,79.17528,49.80307,144.28049,0.9994074,411,1,0
101,0,207.26501,76.96709,52.00534,148.87079,0.9996056,411,1,0
102,0,209.24522,78.73357,51.78685,145.46323,0.9995592,411,1,0
103,0,210.58504,75.56775999999998,50.3257,149.15573,0.99960035,411,1,0
104,0,212.3071,78.833206,49.25186,144.8988,0.9995795,411,1,0
105,0,214.14056,75.597336,48.602783,146.87976,0.9994019,411,1,0
106,0,216.19713,75.49303,48.789932,148.47876000000005,0.9983456,411,1,0
107,0,220.15944,73.2061,48.91200300000001,149.6102,0.9993135,411,1,0
108,0,220.85262000000003,75.91577,51.748886,146.3917,0.9982497,411,1,0
109,0,223.21658,73.37617,47.629578,149.31238000000005,0.998828,411,1,0
110,0,225.19092,73.36168,45.674194,148.70648,0.99863595,411,1,0
111,0,225.4673,72.60363000000002,47.965683,147.04381999999995,0.99800843,411,1,0
112,0,227.818,74.69515,49.083862,146.75876,0.9985013,411,1,0
112,1,464.85605,106.650665,16.961304000000002,32.691803,0.90192485,292,1,0
113,0,225.95956,75.24688,53.64059399999999,146.35452,0.99925286,411,1,0
114,0,228.0914,75.63096999999998,51.219788,145.35992,0.9989448,411,1,0
115,0,228.66606,76.51427,51.9561,144.4939,0.99875104,411,1,0
115,1,473.95123,109.41896,15.911926,30.50505,0.8699540000000001,292,1,0
116,0,229.81555,73.88278000000003,51.90503,148.41693,0.99907315,411,1,0
116,1,475.68536,107.305565,18.310303,32.205757,0.8529726000000001,292,1,0
117,0,231.6715,76.182175,50.691025,145.0744,0.998719,411,1,0
118,0,232.2604,79.66131,50.88153,140.12177,0.99910706,411,1,0
118,1,469.06006,101.5036,24.867981,38.547577,0.82940876,292,1,0
119,0,235.14844,79.73369,49.55127,139.73004,0.99860966,411,1,0
119,1,471.86328,102.00619,26.73877,38.95472,0.94021744,292,1,0
120,0,236.29388,80.31744,49.711365,139.30608999999998,0.99894553,411,1,0
120,1,473.527,101.72416,22.429016,38.755028,0.90500116,292,1,0
121,0,236.95357,79.356224,49.97136,140.09143,0.99855167,411,1,0
121,1,477.91852,102.11716,24.551758,38.5282,0.9658711,292,1,0
122,0,237.2278,76.54209,50.824417,143.0994,0.9990759,411,1,0
122,2,487.83377,103.34987,22.746765,38.79425,0.9148012,271,0,0
122,1,479.53555,103.24437,20.220642,37.6631,0.87267184,292,1,0
123,0,239.16058,77.5666,47.975586,140.73041,0.9980981,411,1,0
123,2,486.06976,102.08619,25.134277,39.395195,0.97356004,271,0,0
124,0,240.01761,77.50209,46.976868,140.83063,0.9982394,411,1,0
124,1,601.02985,93.559265,22.702393,56.387985,0.85541445,292,1,0
124,2,493.78235,102.082214,24.026978,40.181137,0.85113496,271,0,0
125,0,240.23929,75.0054,46.823975,141.92377,0.9986909,411,1,0
126,0,241.03319,74.65526,45.9384,144.91571000000005,0.99844426,411,1,0
127,0,243.02818,74.70170999999998,45.865707,143.58289,0.99851936,411,1,0
128,0,244.88718,76.974525,46.57434,141.41779,0.99887615,411,1,0
129,0,245.31454,77.22388000000002,47.161926,142.25641000000005,0.9993831,411,1,0
130,0,246.25208,76.34255999999998,45.52435300000001,143.89603,0.9994677,411,1,0
131,0,247.18277,80.43342,45.414734,139.03061,0.99946135,411,1,0
132,0,248.43285,78.46822,45.284836,141.69843,0.9995073,411,1,0
133,0,249.52792,78.13004000000002,45.92126500000001,143.17307,0.99940455,411,1,0
134,0,250.39583,81.00886,45.76805,140.35433999999998,0.99940085,411,1,0
135,0,250.96858,84.76068000000002,47.777725,136.38242,0.99930716,411,1,0
136,0,251.49551,82.53355400000002,49.329773,137.40413999999998,0.99947995,411,1,0
137,0,253.4859,80.667114,47.251343,138.93511999999998,0.9993814,411,1,0
138,0,254.3298,84.780136,47.131836,135.03876,0.9993259,411,1,0
139,0,255.35983,81.43958,48.571533,138.97992,0.998887,411,1,0
140,0,258.54114,81.99606,45.647705,137.81973,0.99770397,411,1,0
140,2,487.39468,104.87263,11.8220215,30.912514,0.9099067,271,0,0
141,0,260.8155,80.14389,45.394836,139.06363000000002,0.9991086,411,1,0
142,0,261.3955,77.07849,45.717224,141.6131,0.998599,411,1,0
143,0,262.22067000000004,78.94093000000002,44.56189000000001,139.4465,0.9988194,411,1,0
143,2,485.88766,105.298386,13.143921,30.2379,0.8074898,271,0,0
144,0,263.9676,80.18255,44.36676,137.03189,0.99768126,411,1,0
144,2,485.4362,105.06333,12.407654,30.373772,0.9527398,271,0,0
145,0,265.99078,78.3849,41.490906,139.0878,0.9981413,411,1,0
145,2,486.32556,104.50139,11.311462,30.023727,0.9043987,271,0,0
146,0,266.66705,77.7389,43.89984000000001,141.25757,0.9981438,411,1,0
146,2,485.4388,104.81211,12.390259,29.901756,0.9315767,271,0,0
147,0,268.02617999999995,79.82414,47.479797,137.02948,0.99845994,411,1,0
147,2,483.4415,104.7096,14.113464000000002,29.751335,0.84682196,271,0,0
148,0,268.31628,79.43883000000002,47.739502,136.47537,0.9982759,411,1,0
148,2,566.87866,104.44605,24.466797,41.590874,0.8452844999999999,271,0,0
148,1,613.24414,94.53818,10.701416,29.559875,0.81178963,292,1,0
149,0,269.84766,82.49181,46.65857000000001,133.15582,0.9979786,411,1,0
150,0,270.83875,82.90884399999999,46.086365,133.70737,0.9978029,411,1,0
150,2,481.39697,104.76272,14.641907000000002,30.025917,0.8734644,271,0,0
151,0,272.45755,81.16263599999998,44.674072,135.84839,0.9986241,411,1,0
152,0,273.25082000000003,81.58876,44.007446,135.0849,0.99789834,411,1,0
153,0,273.94028,80.80419,44.493286,135.62771999999998,0.9980959,411,1,0
153,2,480.2081,105.242874,12.95874,29.887375,0.80986744,271,0,0
154,0,274.82764,80.92289,44.543518,136.08942,0.99732864,411,1,0
154,1,592.22144,114.24706,14.757446,32.078865,0.8813761,292,1,0
154,2,477.90717,104.77442,14.393372,29.181786,0.90080345,271,0,0
155,0,274.95087,79.25044,43.951965,136.89047,0.9980192,411,1,0
155,2,477.49484,104.4391,14.30127,28.976257,0.84997725,271,0,0
156,0,276.3957,79.262505,41.948975,137.18555,0.9982957,411,1,0
156,2,477.64395,104.89969,13.221008,29.352234000000006,0.9011706,271,0,0
157,0,277.29425,80.88743000000002,45.072998,132.32156,0.99720603,411,1,0
157,1,597.7076400000002,91.75464,20.643188,53.7052,0.8727159,292,1,0
157,2,477.48343,105.21142,13.09552,30.239372,0.84572923,271,0,0
158,0,278.2286,79.43715999999998,44.32599,129.37012,0.996851,411,1,0
158,1,599.0179,91.268845,20.15503,56.050766,0.9778185,292,1,0
159,0,280.8336,79.447525,42.640198,132.69122,0.99756515,411,1,0
159,3,585.2458,105.26136,24.890137,40.378716,0.9172806,0,0,0
159,1,601.3999,92.02221,17.376708999999998,53.113472,0.812157,292,1,0
159,2,478.15796,104.52658,11.497803,29.540619,0.8911899,271,0,0
160,0,280.8723,78.216934,43.22345,134.99109,0.99820423,411,1,0
160,2,478.23035,104.379105,10.652039,29.063904,0.9022305,271,0,0
161,0,283.5928,78.66892,44.47052,134.45032,0.9988367,411,1,0
161,2,477.81815,104.645485,11.208557,29.281517,0.8840249,271,0,0
162,0,283.3699299999999,77.12759399999999,46.700256,136.26154,0.99886584,411,1,0
162,2,476.6411700000001,104.595764,11.579407000000002,29.053085,0.8554809999999999,271,0,0
163,0,285.23248,78.83916500000002,46.487732,134.61423,0.9989065,411,1,0
163,2,475.79608,104.7209,12.108948,29.830963,0.84235716,271,0,0
164,0,286.14792,80.27639,46.681946,133.8103,0.99921274,411,1,0
164,2,475.18146,105.11623,12.364502,28.961044,0.86424285,271,0,0
165,0,286.96375,78.9944,44.45538300000001,135.14774,0.9991806,411,1,0
166,0,288.29303,80.16266,44.079468,134.96591,0.99924076,411,1,0
166,2,473.8286,106.3787,12.831848,27.10711,0.8019783,271,0,0
167,0,289.57825,82.34983000000003,44.371582,132.54495,0.99888307,411,1,0
167,2,473.39365,106.0223,12.821228,27.50663,0.8113905,271,0,0
168,0,291.24277,88.137924,45.843872,126.09198,0.99899846,411,1,0
168,2,472.1256,105.25946,12.544983,27.681976,0.9439299,271,0,0
169,0,291.2650799999999,88.01534000000002,43.32904,127.84171,0.9985266,411,1,0
169,2,472.29947,105.23683,11.914734,28.246902,0.8470839,271,0,0
170,0,291.18237,88.38038,46.114746,124.74038,0.9989203,411,1,0
170,2,472.0181,105.1996,11.071167,28.52272,0.91712034,271,0,0
171,0,292.8338,87.18304,45.19751,126.62464,0.99883276,411,1,0
172,0,295.12308,88.686874,42.142395,126.1037,0.9979686,411,1,0
173,0,296.83447,85.74223,44.67395,126.81958,0.99878925,411,1,0
173,2,469.7942,104.73492,11.196838,29.489647,0.8378035,271,0,0
174,0,298.79422,84.10647,43.954773,127.49763,0.99826235,411,1,0
174,2,469.39255,104.81383,11.039429,29.827774,0.8374456,271,0,0
175,0,299.61545,81.926346,44.18628,129.74323,0.99834454,411,1,0
175,2,468.25885,104.48691,10.970886,29.057663,0.8705120000000001,271,0,0
176,0,300.902,82.47211,43.953857,128.5813,0.9977533000000002,411,1,0
176,2,467.81073,104.532936,10.895081,29.082115,0.86778915,271,0,0
177,0,300.78198,80.64805,46.033813,129.96594,0.99823475,411,1,0
177,2,469.09073,105.856834,9.357422,27.895973,0.8204243,271,0,0
178,0,303.2703,81.613495,43.217163,129.68259,0.9985588,411,1,0
179,0,304.28674,81.22431,43.63495,130.50632,0.998467,411,1,0
180,0,303.17426,82.47751,46.186096,129.29034,0.99773586,411,1,0
181,0,303.723,83.71239,46.711792,128.29745,0.9975712,411,1,0
182,0,306.93216,81.81989,43.444275,128.93094,0.99819165,411,1,0
183,0,306.71655,85.36381999999998,43.60724,124.9054,0.99757415,411,1,0
184,0,308.8547700000001,84.61847,41.651794,126.00275,0.9972445,411,1,0
185,0,310.1992,84.77434000000002,41.08423,125.22201499999998,0.99674916,411,1,0
186,0,312.09393,86.273544,38.77173,124.0524,0.99693954,411,1,0
187,0,313.3037,91.09995,37.8136,117.98397,0.99547845,411,1,0
188,0,312.286,87.313614,40.165344,122.73282,0.9967225,411,1,0
189,0,312.7209200000001,87.72955,41.286682,123.0423,0.9935096,411,1,0
190,0,312.84653,85.63486999999998,43.329468,123.27841,0.9952069,411,1,0
191,0,315.34525,87.45588000000002,40.90216,117.45336,0.9958495,411,1,0
192,0,314.22284,87.97539,43.1084,117.35544,0.99752563,411,1,0
193,0,315.6066600000001,84.49344,42.10797,122.29556,0.99782205,411,1,0
193,4,359.3662700000001,93.647354,19.65149,69.509796,0.8501341999999998,123,0,0
194,0,315.9321,82.50528,43.08136,125.97098,0.99811757,411,1,0
194,4,359.38864,95.12628,19.297485,70.21124,0.89609283,123,0,0
195,0,316.63745,85.43759,42.795837,123.43024,0.9972784,411,1,0
195,4,358.93985,93.95308,20.031738,70.92026,0.84113103,123,0,0
196,0,317.96405,83.42945,40.9115,127.95388,0.99784577,411,1,0
196,4,359.60468,93.99335,19.208862,71.04016,0.86468756,123,0,0
197,0,319.26846,82.04283000000002,40.888367,127.00757,0.998114,411,1,0
197,4,360.05774,93.61378,18.314941,72.700096,0.85463995,123,0,0
198,0,319.77396,80.40389,41.011658,131.56079,0.9979626,411,1,0
198,4,360.30435,94.25448,18.129333,72.3516,0.85037106,123,0,0
199,0,320.73917,85.92845,42.131653,123.80612,0.99798286,411,1,0
200,0,321.54904,87.13762,41.691406,122.430756,0.99749595,411,1,0
201,0,322.6354,86.177444,42.181763,124.35785,0.99714726,411,1,0
202,0,323.59335,88.99971,41.801147,122.72699,0.9965701,411,1,0
203,0,324.62424,96.448654,41.302246,113.783264,0.9957419,411,1,0
204,0,326.7933,95.67672,40.69171,113.59403,0.9973936,411,1,0
205,0,327.8499,96.65878,39.366028,111.47223,0.9958792,411,1,0
206,0,328.9206200000001,89.46517,40.23224,119.75895,0.99711955,411,1,0
207,0,330.0953,85.75245,38.48694,122.539116,0.99845946,411,1,0
207,4,359.98096,93.43339,19.24768,75.384636,0.81456375,123,0,0
208,0,331.56335,84.80019,35.6026,122.97889,0.998218,411,1,0
208,4,358.1395,93.78577,21.542542,75.98510999999998,0.8953566999999999,123,0,0
209,0,332.5664700000001,88.43898,39.652283,118.230804,0.9965744,411,1,0
209,4,360.23798,92.00987,20.423706,76.91561999999998,0.89282304,123,0,0
210,0,331.98212,83.151825,37.380188,123.21097,0.99592423,411,1,0
210,4,359.7473,91.930855,18.443848000000006,76.48464,0.94012505,123,0,0
210,5,375.14505,95.36967,17.152893,60.75628,0.8787326999999999,102,0,0
211,0,333.61255,83.86623,38.921204,119.51999,0.9969195,411,1,0
211,4,360.42126,91.96866,18.51941,76.17078000000002,0.89598364,123,0,0
212,0,334.24594,84.65863,41.31964,119.13394,0.9965042,411,1,0
213,0,333.7591,85.337814,41.13806,118.19507,0.9970074,411,1,0
213,4,360.05972,91.66295,19.062317,75.16614,0.8715896000000001,123,0,0
214,0,334.7877200000001,85.533325,40.936157,119.865875,0.99592066,411,1,0
214,4,375.6518,95.12936,18.467468,60.125984,0.8604301,123,0,0
215,0,335.30328,82.772064,40.937073,121.95608500000002,0.99497557,411,1,0
216,0,334.81125,84.35996999999998,41.85608,120.58276,0.99682057,411,1,0
216,4,375.08444,94.23892,18.696167000000006,60.594498,0.8394007,123,0,0
217,0,335.14505,85.26595999999998,41.03833,119.99362,0.9969041,411,1,0
217,4,375.56384,93.88109,18.510925,60.83886700000001,0.8354626,123,0,0
218,0,337.1323,88.59899,40.608337,116.865,0.9974125,411,1,0
219,0,337.7580000000001,88.54802,40.04297,116.519226,0.9964025,411,1,0
220,0,340.1401,89.49491,37.19281,115.79513,0.9966845,411,1,0
221,0,337.5851,86.95729,39.971497,116.72574,0.9947785,411,1,0
222,0,337.8484,88.36416,39.204712,114.65565,0.99191564,411,1,0
223,0,340.21735,88.17549,36.37451,115.24368,0.9959124,411,1,0
224,0,338.65656,84.719406,39.677307,118.547,0.9944031,411,1,0
225,0,340.2019,84.808174,40.326233,117.06591,0.994869,411,1,0
226,0,340.83316,85.234055,40.11493,117.08844,0.99728024,411,1,0
227,0,342.59998,87.65648,38.648193,114.27399,0.9978017,411,1,0
228,0,341.40915,84.9962,38.399597,116.592834,0.9974433,411,1,0
229,0,342.59763,85.01224,40.174255,118.19458,0.9980124,411,1,0
230,0,342.72668,85.84178,41.8963,118.073944,0.9975406,411,1,0
231,0,343.35864,86.88278000000003,40.66162,118.71396,0.9982128,411,1,0
232,0,343.82956,89.616714,40.04724,116.76642,0.99632394,411,1,0
233,0,344.3538200000001,82.68364,39.5578,122.87909,0.9983138,411,1,0
234,0,344.45303,88.761765,39.233032,117.18289,0.9969227,411,1,0
235,0,344.70062,85.3991,38.441345,120.876686,0.99775416,411,1,0
236,0,345.77216,88.49123,38.161865,117.47928,0.99749243,411,1,0
237,0,345.84888,85.23557,38.89331,120.73205,0.99779594,411,1,0
238,0,346.77325,86.23375,39.429993,118.861084,0.9966773,411,1,0
239,0,348.01834,86.40222,41.567017,117.427765,0.99770725,411,1,0
240,0,347.60385,82.67169,38.776917,124.385254,0.9946808,411,1,0
241,0,348.80176,84.9832,39.80847,117.80371,0.99723274,411,1,0
241,5,373.9268,91.63519,17.922607,78.625,0.86874753,102,0,0
242,0,348.00888,84.77796,44.625183,116.57876,0.9972682,411,1,0
243,0,348.4766,84.546906,43.69629000000001,116.782196,0.9972441,411,1,0
244,0,349.4645700000001,85.85165400000002,40.17749,114.568085,0.99602216,411,1,0
244,5,376.15704,93.362015,17.046387,73.81656,0.90019107,102,0,0
245,0,349.49707,83.82054000000002,41.724,116.63272,0.99596703,411,1,0
246,0,349.88492,82.30783000000002,41.17273,118.535736,0.9948264,411,1,0
247,0,351.31378,84.32303,39.883423,115.75662,0.9963785,411,1,0
248,0,351.75006,85.559616,40.107544,114.880066,0.99655044,411,1,0
249,0,352.4596,86.361664,39.46106,114.67023,0.9971077,411,1,0
250,0,351.4651,85.903336,42.951538,115.96747,0.9972486,411,1,0
251,0,351.17822,86.33266,43.25464,114.815094,0.99766636,411,1,0
252,0,350.2128600000001,86.37881,44.55603,115.27451,0.99811673,411,1,0
253,0,351.16208,86.26687,43.89032,116.51234,0.9975218,411,1,0
254,0,351.56628,86.020325,43.20923,115.1734,0.99694854,411,1,0
255,0,355.16794,87.06648,38.02881,114.935974,0.9941187,411,1,0
256,0,354.4237,85.24775,39.162292,116.52636,0.9947161,411,1,0
257,0,354.56216,87.51272,39.29626500000001,113.855965,0.996046,411,1,0
258,0,353.65393,86.04111999999998,40.57489,115.40741,0.99196506,411,1,0
259,0,354.4646,86.58809000000002,40.59076,114.23639,0.9923138,411,1,0
260,0,353.89746,86.97841,41.30133,113.30652,0.9957307,411,1,0
261,0,353.84784,86.69641,41.928772,113.03848,0.9958164,411,1,0
262,0,354.59576,86.33928,42.644287,113.022156,0.99807596,411,1,0
263,0,355.77225,88.00529,40.002014,112.013176,0.9949522,411,1,0
264,0,356.56842,87.10759,39.546448,112.97308,0.9954661,411,1,0
265,0,357.02972,86.96469,39.276672,112.99048,0.9960245,411,1,0
266,0,359.0913700000001,87.30194,37.97284000000001,113.04678,0.99662614,411,1,0
267,0,360.87427,88.97206,35.93756,110.52606000000002,0.99569124,411,1,0
268,0,358.94952,94.29372,37.204407,104.89502,0.98958814,411,1,0
269,0,360.00278,93.32587,35.848022,106.051605,0.9951953,411,1,0
270,0,359.18884,89.82593,36.961548,110.37247,0.99578285,411,1,0
271,0,359.4487299999999,90.7751,36.688843,109.3801,0.99497885,411,1,0
272,0,362.2296,92.51251,34.39502,106.73242,0.99389344,411,1,0
273,0,361.85736,93.04416,35.46039000000001,106.92325,0.98875356,411,1,0
274,0,363.2967,94.88272,35.47888,103.88977,0.98175836,411,1,0
275,0,365.87305,90.202194,33.405640000000005,108.52591,0.9679985,411,1,0
276,0,367.40335,89.74799999999998,33.56427,109.13193,0.9938211,411,1,0
277,0,366.9364,87.68746999999998,34.32495,111.01529,0.992125,411,1,0
278,0,367.5503,89.92667,32.1297,108.06604,0.9919463,411,1,0
279,0,368.49954,85.81591999999998,32.727478000000005,111.64227,0.9966425,411,1,0
280,0,368.18433,85.39905999999998,34.782715,110.64752,0.99656725,411,1,0
281,0,368.80423,85.71185,33.154846,110.990845,0.99754447,411,1,0
282,0,369.7336,84.97752,33.238342,112.825775,0.99718094,411,1,0
283,0,370.7717,84.90279,33.697266,113.58972,0.9971692,411,1,0
284,0,370.58392,85.76044,33.305664,112.01257,0.99716187,411,1,0
285,0,371.6181,86.32223499999998,31.592896000000003,112.29712,0.9959882,411,1,0
286,0,372.00006,87.78412,31.533386,110.3082,0.9973465,411,1,0
287,0,372.2016,88.10173,31.766540000000006,109.69104,0.99730587,411,1,0
288,0,371.66995,87.31657,33.48761,111.29122,0.9963691,411,1,0
289,0,372.82947,86.76726,33.180847,111.9892,0.9963981,411,1,0
290,0,373.39432,87.58848,33.01776,111.90841,0.9968566,411,1,0
291,0,375.0913,88.5542,32.895996000000004,109.313324,0.9972139,411,1,0
292,0,375.24347,89.652824,33.001648,97.92002,0.9922626,411,1,0
293,0,375.0526,85.76489000000002,36.06836,112.15033,0.99828786,411,1,0
294,0,375.72327,85.82477,35.416748,111.26218,0.9979207,411,1,0
295,0,375.50812,85.83417,36.365295,110.26352,0.9977883,411,1,0
296,0,376.1136,85.47118,36.543762,111.153786,0.9986247,411,1,0
297,0,376.97134,85.27365999999998,36.05316,112.01736,0.998629,411,1,0
298,0,377.80307,84.802704,35.425842,112.9754,0.9985353,411,1,0
299,0,378.36523,85.58545,36.437683,112.329285,0.999049,411,1,0
300,0,378.97736,87.37576,36.872192,110.26318,0.99875,411,1,0
301,0,380.44913,87.56246999999998,37.382446,110.21338,0.998626,411,1,0
302,0,380.6673,88.09956,38.82129000000001,109.982056,0.9983979,411,1,0
303,0,381.8564,88.47798,37.055054,109.30072,0.9990471,411,1,0
304,0,382.65857,89.9285,36.390686,107.50427,0.99911493,411,1,0
305,0,383.48093,90.08438,36.83911,106.99118,0.9989963,411,1,0
