frame,id,tlx,tly,width,height,score
183,-1,306.71655,85.36382,43.60724,124.9054,0.99757415
184,-1,308.85477,84.61847,41.651794,126.00275,0.9972445
185,-1,310.1992,84.77434,41.08423,125.222015,0.99674916
186,-1,312.09393,86.273544,38.77173,124.0524,0.99693954
187,-1,313.3037,91.09995,37.8136,117.98397,0.99547845
188,-1,312.286,87.313614,40.165344,122.73282,0.9967225
189,-1,312.72092,87.72955,41.286682,123.0423,0.9935096
190,-1,312.84653,85.63487,43.329468,123.27841,0.9952069
191,-1,315.34525,87.45588,40.90216,117.45336,0.9958495
192,-1,314.22284,87.97539,43.1084,117.35544,0.99752563
192,-1,359.74048,94.61748,18.84076,63.597305,0.761371
193,-1,315.60666,84.49344,42.10797,122.29556,0.99782205
193,-1,359.36627,93.647354,19.65149,69.509796,0.8501342
194,-1,315.9321,82.50528,43.08136,125.97098,0.99811757
194,-1,359.38864,95.12628,19.297485,70.21124,0.89609283
195,-1,316.63745,85.43759,42.795837,123.43024,0.9972784
195,-1,358.93985,93.95308,20.031738,70.92026,0.84113103
196,-1,317.96405,83.42945,40.9115,127.95388,0.99784577
196,-1,359.60468,93.99335,19.208862,71.04016,0.86468756
197,-1,319.26846,82.04283,40.888367,127.00757,0.998114
197,-1,360.05774,93.61378,18.314941,72.700096,0.85463995
197,-1,375.28503,94.43162,18.39148,58.7806,0.6886248
198,-1,319.77396,80.40389,41.011658,131.56079,0.9979626
198,-1,360.30435,94.25448,18.129333,72.3516,0.85037106
198,-1,375.42978,94.25965,18.0531,59.73536,0.6947781
199,-1,320.73917,85.92845,42.131653,123.80612,0.99798286
199,-1,375.26306,94.35458,18.184753,58.20665,0.65027344
200,-1,321.54904,87.13762,41.691406,122.430756,0.99749595
201,-1,322.6354,86.177444,42.181763,124.35785,0.99714726
202,-1,323.59335,88.99971,41.801147,122.72699,0.9965701
202,-1,375.46164,95.373764,19.25769,58.16504,0.6538984
203,-1,324.62424,96.448654,41.302246,113.783264,0.9957419
204,-1,326.7933,95.67672,40.69171,113.59403,0.9973936
205,-1,327.8499,96.65878,39.366028,111.47223,0.9958792
205,-1,359.04916,93.62244,17.59314,75.753235,0.67197824
206,-1,328.92062,89.46517,40.23224,119.75895,0.99711955
206,-1,359.09897,92.991974,18.153687,75.71405,0.7575903
207,-1,330.0953,85.75245,38.48694,122.539116,0.99845946
207,-1,359.98096,93.43339,19.24768,75.384636,0.81456375
208,-1,331.56335,84.80019,35.6026,122.97889,0.998218
208,-1,358.1395,93.78577,21.542542,75.98511,0.8953567
209,-1,332.56647,88.43898,39.652283,118.230804,0.9965744
209,-1,360.23798,92.00987,20.423706,76.91562,0.89282304
209,-1,375.36755,94.846756,17.646057,58.316544,0.62509847
210,-1,331.98212,83.151825,37.380188,123.21097,0.99592423
210,-1,359.7473,91.930855,18.443848,76.48464,0.94012505
210,-1,375.14505,95.36967,17.152893,60.75628,0.8787327
211,-1,333.61255,83.86623,38.921204,119.51999,0.9969195
211,-1,360.42126,91.96866,18.51941,76.17078,0.89598364
211,-1,375.12897,95.79069,17.470032,58.604057,0.768962
212,-1,334.24594,84.65863,41.31964,119.13394,0.9965042
212,-1,360.32504,92.08148,18.90503,77.12384,0.7378334
212,-1,375.45813,95.13766,18.297913,59.088234,0.68953735
213,-1,333.7591,85.337814,41.13806,118.19507,0.9970074
213,-1,360.05972,91.66295,19.062317,75.16614,0.8715896
213,-1,375.46796,94.22262,18.48285,61.516365,0.7836653
214,-1,334.78772,85.533325,40.936157,119.865875,0.99592066
214,-1,360.09708,91.44843,17.464905,77.42672,0.69202644
214,-1,375.6518,95.12936,18.467468,60.125984,0.8604301
215,-1,335.30328,82.772064,40.937073,121.956085,0.99497557
215,-1,375.0073,95.15961,19.824524,59.44037,0.7855152
216,-1,334.81125,84.35997,41.85608,120.58276,0.99682057
216,-1,375.08444,94.23892,18.696167,60.594498,0.8394007
217,-1,335.14505,85.26596,41.03833,119.99362,0.9969041
217,-1,361.86768,92.41181,18.516602,68.91186,0.75252265
217,-1,375.56384,93.88109,18.510925,60.838867,0.8354626
218,-1,337.1323,88.59899,40.608337,116.865,0.9974125
218,-1,375.31717,94.51993,18.015625,60.231995,0.7480785
219,-1,337.758,88.54802,40.04297,116.519226,0.9964025
219,-1,375.10577,94.50217,17.762207,59.32779,0.67223287
220,-1,340.1401,89.49491,37.19281,115.79513,0.9966845
220,-1,375.1507,94.76324,17.612793,60.07157,0.65525347
221,-1,337.5851,86.95729,39.971497,116.72574,0.9947785
222,-1,337.8484,88.36416,39.204712,114.65565,0.99191564
223,-1,340.21735,88.17549,36.37451,115.24368,0.9959124
224,-1,338.65656,84.719406,39.677307,118.547,0.9944031
224,-1,374.81995,94.33132,17.895203,60.394722,0.717582
225,-1,340.2019,84.808174,40.326233,117.06591,0.994869
226,-1,340.83316,85.234055,40.11493,117.08844,0.99728024
227,-1,342.59998,87.65648,38.648193,114.27399,0.9978017
228,-1,341.40915,84.9962,38.399597,116.592834,0.9974433
229,-1,342.59763,85.01224,40.174255,118.19458,0.9980124
230,-1,342.72668,85.84178,41.8963,118.073944,0.9975406
231,-1,343.35864,86.88278,40.66162,118.71396,0.9982128
232,-1,343.82956,89.616714,40.04724,116.76642,0.99632394
233,-1,344.35382,82.68364,39.5578,122.87909,0.9983138
234,-1,344.45303,88.761765,39.233032,117.18289,0.9969227
235,-1,344.70062,85.3991,38.441345,120.876686,0.99775416
236,-1,345.77216,88.49123,38.161865,117.47928,0.99749243
237,-1,345.84888,85.23557,38.89331,120.73205,0.99779594
238,-1,346.77325,86.23375,39.429993,118.861084,0.9966773
239,-1,348.01834,86.40222,41.567017,117.427765,0.99770725
240,-1,347.60385,82.67169,38.776917,124.385254,0.9946808
240,-1,373.22104,91.02234,17.752258,78.526245,0.6982448
241,-1,348.80176,84.9832,39.80847,117.80371,0.99723274
241,-1,373.9268,91.63519,17.922607,78.625,0.86874753
242,-1,348.00888,84.77796,44.625183,116.57876,0.9972682
242,-1,375.3509,91.64852,18.29419,78.67405,0.75543606
243,-1,348.4766,84.546906,43.69629,116.782196,0.9972441
243,-1,376.11926,91.98314,16.992859,78.2146,0.7891505
244,-1,349.46457,85.851654,40.17749,114.568085,0.99602216
244,-1,376.15704,93.362015,17.046387,73.81656,0.90019107
245,-1,349.49707,83.82054,41.724,116.63272,0.99596703
245,-1,376.50204,91.84747,16.62085,74.604126,0.6751654
246,-1,349.88492,82.30783,41.17273,118.535736,0.9948264
247,-1,351.31378,84.32303,39.883423,115.75662,0.9963785
248,-1,351.75006,85.559616,40.107544,114.880066,0.99655044
249,-1,352.4596,86.361664,39.46106,114.67023,0.9971077
250,-1,351.4651,85.903336,42.951538,115.96747,0.9972486
251,-1,351.17822,86.33266,43.25464,114.815094,0.99766636
252,-1,350.21286,86.37881,44.55603,115.27451,0.99811673
253,-1,351.16208,86.26687,43.89032,116.51234,0.9975218
254,-1,351.56628,86.020325,43.20923,115.1734,0.99694854
255,-1,355.16794,87.06648,38.02881,114.935974,0.9941187
256,-1,354.4237,85.24775,39.162292,116.52636,0.9947161
257,-1,354.56216,87.51272,39.296265,113.855965,0.996046
258,-1,353.65393,86.04112,40.57489,115.40741,0.99196506
259,-1,354.4646,86.58809,40.59076,114.23639,0.9923138
260,-1,353.89746,86.97841,41.30133,113.30652,0.9957307
261,-1,353.84784,86.69641,41.928772,113.03848,0.9958164
262,-1,354.59576,86.33928,42.644287,113.022156,0.99807596
263,-1,355.77225,88.00529,40.002014,112.013176,0.9949522
264,-1,356.56842,87.10759,39.546448,112.97308,0.9954661
265,-1,357.02972,86.96469,39.276672,112.99048,0.9960245
266,-1,359.09137,87.30194,37.97284,113.04678,0.99662614
267,-1,360.87427,88.97206,35.93756,110.52606,0.99569124
268,-1,358.94952,94.29372,37.204407,104.89502,0.98958814
269,-1,360.00278,93.32587,35.848022,106.051605,0.9951953
270,-1,359.18884,89.82593,36.961548,110.37247,0.99578285
271,-1,359.44873,90.7751,36.688843,109.3801,0.99497885
272,-1,362.2296,92.51251,34.39502,106.73242,0.99389344
273,-1,361.85736,93.04416,35.46039,106.92325,0.98875356
274,-1,363.2967,94.88272,35.47888,103.88977,0.98175836
275,-1,365.87305,90.202194,33.40564,108.52591,0.9679985
276,-1,367.40335,89.748,33.56427,109.13193,0.9938211
277,-1,366.9364,87.68747,34.32495,111.01529,0.992125
278,-1,367.5503,89.92667,32.1297,108.06604,0.9919463
279,-1,368.49954,85.81592,32.727478,111.64227,0.9966425
280,-1,368.18433,85.39906,34.782715,110.64752,0.99656725
281,-1,368.80423,85.71185,33.154846,110.990845,0.99754447
282,-1,369.7336,84.97752,33.238342,112.825775,0.99718094
283,-1,370.7717,84.90279,33.697266,113.58972,0.9971692
284,-1,370.58392,85.76044,33.305664,112.01257,0.99716187
285,-1,371.6181,86.322235,31.592896,112.29712,0.9959882
286,-1,372.00006,87.78412,31.533386,110.3082,0.9973465
287,-1,372.2016,88.10173,31.76654,109.69104,0.99730587
288,-1,371.66995,87.31657,33.48761,111.29122,0.9963691
289,-1,372.82947,86.76726,33.180847,111.9892,0.9963981
290,-1,373.39432,87.58848,33.01776,111.90841,0.9968566
291,-1,375.0913,88.5542,32.895996,109.313324,0.9972139
292,-1,375.24347,89.652824,33.001648,97.92002,0.9922626
293,-1,375.0526,85.76489,36.06836,112.15033,0.99828786
294,-1,375.72327,85.82477,35.416748,111.26218,0.9979207
295,-1,375.50812,85.83417,36.365295,110.26352,0.9977883
296,-1,376.1136,85.47118,36.543762,111.153786,0.9986247
297,-1,376.97134,85.27366,36.05316,112.01736,0.998629
298,-1,377.80307,84.802704,35.425842,112.9754,0.9985353
299,-1,378.36523,85.58545,36.437683,112.329285,0.999049
300,-1,378.97736,87.37576,36.872192,110.26318,0.99875
301,-1,380.44913,87.56247,37.382446,110.21338,0.998626
302,-1,380.6673,88.09956,38.82129,109.982056,0.9983979
303,-1,381.8564,88.47798,37.055054,109.30072,0.9990471
303,-1,374.7834,95.651215,16.507324,67.00214,0.6137405
304,-1,382.65857,89.9285,36.390686,107.50427,0.99911493
304,-1,375.10052,94.35508,14.631897,66.283226,0.7458196
305,-1,383.48093,90.08438,36.83911,106.99118,0.9989963
305,-1,360.23944,95.53851,19.595093,64.32761,0.6951251
305,-1,375.0848,94.08551,15.333618,63.310898,0.8829772
306,-1,383.39432,89.75182,37.646484,107.2479,0.9987404
306,-1,359.41235,95.88396,21.664062,64.117035,0.66175044
306,-1,375.14508,96.14061,16.16858,60.16559,0.8624571
307,-1,385.08633,91.48936,36.47455,106.34188,0.99903226
307,-1,360.56143,95.96836,20.299683,62.081413,0.65997666
307,-1,374.55273,95.607315,17.321533,60.501297,0.85054994
308,-1,387.46423,90.199524,33.639893,105.77475,0.99857664
