frame,id,tlx,tly,width,height,score,lifetime,cross,incrossing
42,0,271.93,103.90156,83.7478,143.32863999999995,0.99941707,149,0,0
42,1,159.00871,105.36392,71.4187,142.82413,0.99938524,149,0,0
43,0,274.5995,103.67444,78.68939,143.46094,0.99962735,149,0,0
43,1,163.36223,105.8337,71.53204000000002,143.16629,0.9990288,149,0,0
44,0,279.4613,101.43882,69.73358,146.12509,0.9990175,149,0,0
44,1,167.21233999999995,113.24573,72.486725,134.7478,0.99930775,149,0,0
45,1,167.98776,111.04843,74.64783,137.95157,0.99949825,149,0,0
45,0,282.46237,98.92131,66.515015,146.04153,0.9995338,149,0,0
46,1,166.6836,108.98784,78.88396999999998,140.01216000000002,0.999199,149,0,0
46,0,287.36646,97.02707,61.5271,150.53122,0.9993185,149,0,0
47,1,174.20062,102.89022,76.40997,145.99747,0.99937624,149,0,0
47,0,290.01804,91.94846,64.02411,156.56665,0.99917835,149,0,0
48,1,179.4266,101.67199,72.66595500000003,147.328,0.999433,149,0,0
48,0,292.6016,95.641,63.562073,153.35901,0.99884284,149,0,0
49,1,181.05719,99.03959,74.57974,149.96042,0.999637,149,0,0
49,0,295.2512200000001,97.22969,63.834045,151.17502,0.99904436,149,0,0
50,1,183.78079,97.73409,74.17871,150.94812,0.9995851,149,0,0
50,0,297.45914,100.44129,63.816772,148.31528,0.99884725,149,0,0
51,1,186.6588,97.02426,73.89925,151.97574,0.99951506,149,0,0
51,0,298.16956,101.3903,64.88733,147.60971,0.9992549,149,0,0
52,1,187.19275,98.71637,73.74243,149.95108000000005,0.9996636,149,0,0
52,0,299.0121,101.54801,64.734375,146.78464,0.99915314,149,0,0
53,1,188.39922,101.98851,73.52922,145.98828,0.999665,149,0,0
53,0,301.11044,102.18793,66.68103,144.63201999999995,0.9993806,149,0,0
54,0,301.94833,100.278206,69.11664,147.42667,0.99923885,149,0,0
54,1,191.06738,102.2099,68.938965,146.7901,0.999527,149,0,0
55,0,302.80438,94.91184,70.33972,152.06646999999995,0.9993861,149,0,0
55,1,194.20116,103.76652,66.65633000000001,145.23349,0.99954706,149,0,0
56,0,304.0782200000001,91.65405,70.28125,156.59732,0.9992761,149,0,0
56,1,195.74689,100.10277,66.88516,148.89723,0.9992632,149,0,0
57,0,306.42523,92.97038,71.32776,156.02962,0.9991117,149,0,0
57,1,197.15027,98.72804,66.10565,150.27196,0.9996264,149,0,0
58,0,308.65427,95.88157,71.25299,153.11844,0.9992137,149,0,0
58,1,199.90825,96.19336,64.35486999999999,152.80664,0.999368,149,0,0
59,0,309.2095,94.39551,73.026794,154.60449,0.9993643,149,0,0
59,1,200.74336,96.22075,63.37993,152.77925,0.9996307,149,0,0
60,0,310.22794,100.39454,72.65863,147.7428,0.9994425,149,0,0
60,1,204.087,96.019714,63.942596,152.98029,0.9991123,149,0,0
61,0,308.34167,101.24287,76.34026999999998,147.75714,0.99945384,149,0,0
61,1,205.17166,96.10185,65.60242,152.89815,0.99901736,149,0,0
62,0,311.2326700000001,100.88781,69.268555,148.11218,0.99942195,149,0,0
62,1,208.68822,95.85126,66.29939,153.14874,0.9994235,149,0,0
63,0,313.68018,101.54715,65.499084,146.97298999999995,0.9994942,149,0,0
63,1,211.37633,99.577995,63.983047,149.422,0.9995635,149,0,0
64,1,213.72675,99.90375,64.178955,149.09625,0.99930036,149,0,0
64,0,317.6993,96.46019,60.82544,152.33444,0.9995771,149,0,0
65,0,320.7745700000001,93.30267,60.53613299999999,155.69733,0.9993893,149,0,0
65,1,216.93504,100.74413,63.359116,148.25586,0.99948823,149,0,0
66,1,219.56502000000003,99.273605,64.66063,149.7264,0.9996394,149,0,0
66,0,326.36273,95.974144,55.930542,153.02585,0.99828964,149,0,0
67,0,327.4016,93.527916,61.65081800000001,155.47208,0.99756855,149,0,0
67,1,223.80911,98.05094,61.836334,150.60776,0.99930155,149,0,0
68,0,328.6791,94.3524,61.58306999999999,154.6476,0.9980306,149,0,0
68,1,227.92332,97.105446,60.258743,151.89456,0.9989691,149,0,0
69,1,227.59088,92.342026,63.177612,156.65797,0.9989827,149,0,0
69,0,329.4508,95.159424,61.11078000000001,153.84058000000005,0.99852103,149,0,0
70,0,329.90033,97.1532,64.64813000000001,151.8468,0.9977329,149,0,0
70,1,230.52565,92.49963,60.358536,156.50037,0.999005,149,0,0
71,0,332.0593,98.39964,64.13037,150.60036000000005,0.9988966,149,0,0
71,1,233.67342,93.22683,59.38875,155.77316000000005,0.9989712,149,0,0
72,0,333.00333,98.10268,64.4353,150.89732,0.9993093,149,0,0
72,1,234.20866,95.17169,60.82573000000001,153.82831000000004,0.99912995,149,0,0
73,0,333.73495,96.46854,63.970337,152.53146,0.9994191,149,0,0
73,1,235.23099,98.021706,61.61792,150.9783,0.9991968,149,0,0
74,0,335.2422200000001,96.99971,66.88934,152.00028999999995,0.9990268,149,0,0
74,1,238.41183,99.432144,60.02649,149.38547,0.99937373,149,0,0
75,0,337.36264,96.48676,64.081604,152.51324,0.9988783,149,0,0
75,1,240.73494,98.94678,58.549606,150.05321999999995,0.9995844000000002,149,0,0
76,0,340.33496,92.4955,63.941162,156.5045,0.99868876,149,0,0
76,1,243.80424,98.81053,56.984177,150.18947,0.99942243,149,0,0
77,0,341.38348,93.08814,66.10669,155.91187,0.99784315,149,0,0
77,1,247.13013,96.75775,55.92364499999999,152.24225,0.998998,149,0,0
78,0,341.5471,92.757126,65.99884,156.24286999999995,0.9987037,149,0,0
78,1,249.27167000000003,94.191376,52.67846700000001,154.80862,0.99922097,149,0,0
79,0,341.74655,92.695496,67.04907,156.3045,0.9987124,149,0,0
79,1,251.56326,92.46293,51.61810300000001,156.53708,0.998831,149,0,0
80,0,343.5540000000001,94.91459,68.23193,153.65668,0.9990011,149,0,0
80,1,252.78078,92.17123,52.52256800000001,156.82877,0.99916506,149,0,0
81,0,346.03143,96.25023,65.916504,152.69562,0.9988142,149,0,0
81,1,254.48303,93.37899,51.894775,155.621,0.99927694,149,0,0
82,0,347.71408,95.8725,60.98925799999999,152.39899,0.9987924,149,0,0
82,1,255.09793,93.68857,54.46850600000001,155.31143,0.99937785,149,0,0
83,0,351.85648,95.4407,55.65691999999999,153.35324,0.9986601,149,0,0
83,1,258.06683,95.637825,54.90851,153.36218,0.999373,149,0,0
84,1,259.46567000000005,98.507454,57.752075,150.49255,0.99930716,149,0,0
84,0,355.2906200000001,96.103714,49.599854,152.89629,0.99820507,149,0,0
85,1,262.75162,98.68515,55.979797,150.31485,0.9987411,149,0,0
85,0,357.7008,94.80116,47.514282,154.19884,0.9978114,149,0,0
86,1,263.55742999999995,99.11043,56.86743000000001,146.57285,0.9991037,149,0,0
86,0,360.54987,92.12847,45.427307,156.87152,0.9969014,149,0,0
87,1,266.23364,98.50228,55.83880600000001,150.49771,0.9995351999999998,149,0,0
87,0,362.36755,94.89444,44.004272,154.10556,0.99749315,149,0,0
88,1,267.29266,94.68504,57.21850600000001,153.64651,0.99958533,149,0,0
88,0,362.43976,94.384476,44.947876,154.61552,0.9974287,149,0,0
89,1,269.73926,94.547424,54.85785,152.93204,0.99964225,149,0,0
89,0,360.70554,95.40317,51.853577,153.59683,0.9978114,149,0,0
90,1,271.51474,94.05988,56.907288,154.94012,0.9995602,149,0,0
90,0,360.17328,96.551575,55.68329,152.44843,0.9973002,149,0,0
91,1,271.57248,92.312,58.89660600000001,154.52267,0.99939704,149,0,0
91,0,360.74628,96.078575,54.83734000000001,152.92141999999996,0.9966007,149,0,0
92,0,363.29492,95.77727,60.384094,153.13617,0.9967644,149,0,0
92,1,273.6548,94.34253,58.26111,151.08023,0.9995072,149,0,0
93,0,364.67163,95.69719,58.703125,151.76437,0.9980592,149,0,0
93,1,274.8067,95.73827,53.924683,150.89508,0.9992461,149,0,0
94,0,365.88214,93.446144,57.788574,155.55386,0.998718,149,0,0
94,1,274.83984,95.45029,56.79614300000001,147.3009,0.99929523,149,0,0
95,0,367.68692,92.74477,57.14465300000001,156.1265,0.99877924,149,0,0
95,1,276.5696,98.53309,55.0058,147.55988,0.99921095,149,0,0
96,0,369.82974,91.58366,56.318604,157.41635,0.9990748,149,0,0
96,1,279.11322,99.31308,51.817627,148.52432,0.99922323,149,0,0
97,0,371.0661,92.91352,55.45056,155.7956,0.99869055,149,0,0
97,1,281.42526000000004,95.18818,50.660767,148.86414,0.9991248,149,0,0
98,0,371.9604,92.324554,53.741577,156.38733,0.99804175,149,0,0
98,1,284.2626,95.204346,47.303223,153.79565,0.99913603,149,0,0
99,0,372.86557,93.6812,55.323486,154.57506999999995,0.99806374,149,0,0
99,1,285.83673,94.36662,46.788452,154.63338000000005,0.9990664,149,0,0
100,0,371.4636,96.19516,61.339478,152.80483999999996,0.9988337,149,0,0
100,1,286.2575700000001,92.480675,49.49310300000001,155.67877,0.99919325,149,0,0
101,0,373.24744,99.366264,56.455627,148.28088,0.9984491,149,0,0
101,1,287.7777,93.83548,48.756714,153.84286,0.9993761,149,0,0
102,0,374.94858,100.49622,54.009094,146.70276,0.9989478,149,0,0
102,1,289.9181200000001,95.272545,47.910156,153.72745,0.9992849,149,0,0
103,1,290.7889,98.25337,49.794434,150.42902,0.9997553,149,0,0
103,0,376.0200200000001,95.74099,48.613464,153.259,0.9978108,149,0,0
104,1,292.1342,99.97042,49.99884,148.91821000000004,0.9997646,149,0,0
104,0,378.50845,95.75879,45.650818,153.24121,0.99767894,149,0,0
105,1,293.50992,101.00642,52.145813,147.99358999999995,0.99950266,149,0,0
105,0,380.9286,94.61891,45.67737,154.38109,0.99870384,149,0,0
106,1,293.58292,97.14197,51.974243,148.6614,0.9996352,149,0,0
106,0,383.29504,93.060196,44.029785,155.9398,0.9980842,149,0,0
107,1,294.5299,96.59363,54.494446,149.745,0.99907315,149,0,0
107,0,384.45914,93.1093,46.179016,154.96832,0.9968411,149,0,0
108,1,297.43958,92.53545,50.96881,152.8247,0.99868256,149,0,0
108,0,385.06586,92.82115,47.00293,155.70578,0.99612147,149,0,0
109,1,297.99036,94.3747,54.128113,148.78043,0.99794596,149,0,0
109,0,384.51987,95.02121,48.298035,153.97879,0.99827635,149,0,0
110,1,300.39398,91.64819,53.07019,143.18597,0.9973774,149,0,0
110,0,385.5967,98.28596,45.890198,150.71405,0.9989767,149,0,0
111,1,301.52972,91.51532,53.953003,146.31839,0.9973297,149,0,0
111,0,384.50345,99.27183,48.92798,148.88123000000004,0.99902546,149,0,0
112,1,302.0039700000001,94.47627,53.822998,145.75354,0.9979773,149,0,0
112,0,384.43927,96.15863,48.9516,152.84136999999996,0.9982895,149,0,0
113,0,384.21548,96.357796,49.820618,152.64221,0.99797803,149,0,0
113,1,304.11777,95.54833,51.642517,142.57596,0.99835986,149,0,0
114,0,386.59485,94.502655,52.646667,152.6142,0.99831116,149,0,0
114,1,306.4199,95.55221,47.90509,149.94048999999995,0.99898154,149,0,0
115,0,387.8602,92.04913,49.586304,154.17032,0.9986314,149,0,0
115,1,306.24487,98.98813,48.402893,143.87448,0.9991621,149,0,0
116,0,389.9928,94.46706,49.7735,147.9338,0.9977761,149,0,0
116,1,308.85547,97.25971,47.155884,144.76361,0.99927217,149,0,0
116,3,377.72256,95.28663,14.456909,60.43267,0.82163346,17,0,0
117,0,390.22412,91.217995,51.297424,152.50418,0.99717295,149,0,0
117,1,311.8119200000001,95.88454,45.497253,148.11303999999996,0.99922824,149,0,0
118,0,392.03958,95.91208,49.064148,146.70853,0.9971529,149,0,0
118,1,312.84445,93.43223,44.755127,146.4881,0.9990503,149,0,0
119,0,393.2855,95.149055,47.852905,147.2215,0.9977896,149,0,0
119,1,313.6045200000001,91.004745,45.89972,151.8039,0.99825126,149,0,0
120,0,392.50815,98.54531,48.806396,143.93823,0.9978721,149,0,0
120,1,315.15298,91.7536,47.202576,146.62775,0.9983303,149,0,0
121,0,392.3536,99.87679,49.794617,143.45425,0.99895597,149,0,0
121,1,314.85736,92.31631,48.207275,144.30057,0.99784493,149,0,0
122,1,315.70566,92.28187,51.559204,144.31122,0.99827313,149,0,0
122,0,392.34543,101.43095,49.52246,141.66881999999995,0.9988794,149,0,0
123,1,317.02798,96.56275,50.317505,141.28506000000004,0.99914694,149,0,0
123,0,393.3807,99.24807,46.62915,145.86594,0.9988193,149,0,0
124,1,318.9817,95.703896,48.25287,140.37274,0.9991732,149,0,0
124,0,394.79373,97.646996,46.203247,144.58682,0.998648,149,0,0
125,1,321.64618,98.2998,48.453796,136.64285,0.9991611,149,0,0
125,0,395.07242,96.45094,44.915527,145.51965,0.9986307,149,0,0
125,3,376.7773,98.09416,17.871520999999994,56.676575,0.83178866,17,0,0
126,1,324.04214,100.347855,46.999146,134.77612,0.9991364,149,0,0
126,0,397.55917,95.79761,42.830566,142.11373999999995,0.9975809,149,0,0
126,3,376.89423,96.70084,18.65393,57.65270200000001,0.8324155999999999,17,0,0
127,0,398.26025,96.672325,50.15619,141.82433999999995,0.9968079,149,0,0
127,1,325.2607700000001,100.172554,46.444397,135.44173999999998,0.998645,149,0,0
127,3,378.57703,94.57682,17.46051,61.010094,0.8439813,17,0,0
128,0,399.7994,95.7924,49.975037,144.49335,0.9945452,149,0,0
128,1,326.2794,96.723976,46.342957,137.65991,0.9984213,149,0,0
128,3,377.19812,95.01407,17.360962,60.132630000000006,0.8799064,17,0,0
129,0,399.5001,97.363655,50.76831,142.76074,0.99781764,149,0,0
129,1,326.8225,94.35979,46.83789,133.02255,0.99819416,149,0,0
129,3,376.80496,95.23871,18.46405,60.231644,0.85601485,17,0,0
130,0,399.10593,98.07266,49.859375,141.93655,0.9975604,149,0,0
130,1,328.6481,92.854034,45.72052,135.94998,0.9988675,149,0,0
130,3,376.21097,95.772354,18.247375,60.893173,0.8610529,17,0,0
131,0,399.76315,97.62983,52.33893,140.79291,0.99864346,149,0,0
131,1,329.38672,93.30551,47.42914,132.4404,0.9978994,149,0,0
131,3,376.1082,96.231125,18.19873,59.978134,0.8876630999999999,17,0,0
132,0,402.3218700000001,98.3492,47.414307,137.92426,0.999246,149,0,0
132,1,330.8869,94.20097,46.81073,127.66669,0.99771154,149,0,0
132,3,375.76486,95.87347,18.597229,59.74411800000001,0.8773668,17,0,0
133,0,403.7095,96.95547,47.53949,139.56207,0.9985607,149,0,0
133,1,332.00076,94.69397,46.761475,131.65607,0.99791235,149,0,0
133,3,375.46124,94.348625,20.010254,60.90908,0.8091069000000001,17,0,0
134,0,404.7079,95.54484,47.63202,139.64478,0.99839526,149,0,0
134,1,334.17078,93.6448,43.250916,137.11682,0.9988481,149,0,0
135,0,404.8356,92.663025,47.982727,141.03586,0.998324,149,0,0
135,1,333.99426,94.486664,45.201294,134.8353,0.9982809,149,0,0
136,0,405.07043,93.23217,50.657227,139.31824,0.9985085,149,0,0
136,1,335.87924,95.18471,45.793518,134.56543,0.9980096,149,0,0
137,0,405.22733,92.98755,53.103027,139.29684,0.99866104,149,0,0
137,1,338.4578,95.821945,43.125366,131.37503,0.998058,149,0,0
138,0,405.54056,97.204475,53.383057,131.96533,0.9984213,149,0,0
138,1,339.00458,93.53271,44.06604,138.36093,0.9984048,149,0,0
139,0,406.25403,95.65861,53.49182,132.54547,0.9988254,149,0,0
139,1,339.04565,92.39345,45.617493,136.37842,0.99865305,149,0,0
140,0,405.62152,96.48171,54.075867,132.54843,0.99868435,149,0,0
140,1,340.4031,93.87368,44.542114,133.33157,0.9987993,149,0,0
141,0,406.9314,96.199394,50.751892,133.20358000000002,0.99842155,149,0,0
141,1,341.4592600000001,94.05853,44.34729,133.47787,0.9985386,149,0,0
142,0,409.67007,96.755775,46.374878,134.46829,0.9984706,149,0,0
142,1,341.81714,94.18873,44.928223,131.84814,0.9985429,149,0,0
143,1,342.79718,96.51196,45.561584,130.23996,0.99914837,149,0,0
143,0,410.73148,96.3966,43.97119,132.91785,0.9983531,149,0,0
144,1,345.30948,100.43097,45.40326,125.27414,0.99897987,149,0,0
144,0,412.79453,96.856514,39.39001500000001,131.90201000000002,0.99836224,149,0,0
145,1,346.24863,98.241875,45.787415,127.59571,0.99859494,149,0,0
145,0,414.44067,95.9116,38.46277,132.94131000000002,0.9983967,149,0,0
146,1,349.1460600000001,95.955605,43.520325,130.80908,0.9982528,149,0,0
146,0,415.83197,94.82913,39.05902,131.94449,0.9982766,149,0,0
147,1,350.10886,96.357216,41.901123,129.70905,0.99869126,149,0,0
147,0,416.1467,95.16133,37.742798,131.17667,0.9977598,149,0,0
148,1,350.46335,95.00451,43.380127,128.84476,0.9983771,149,0,0
148,0,416.08295,95.44014,38.171753,131.07452,0.9985018,149,0,0
149,1,352.02515,94.33117,40.405273,130.17032,0.99884194,149,0,0
149,0,416.0269,96.75433,38.13922,131.73315,0.99871063,149,0,0
