frame,id,tlx,tly,width,height,score
21,-1,89.22247,103.71362,82.55194,143.28427,0.9977648
21,-1,602.08636,105.95535,14.2421875,32.82347,0.71925825
22,-1,230.29538,109.88668,90.48407,138.11743,0.99793845
22,-1,91.760666,106.925476,88.06552,139.77939,0.9969048
22,-1,602.38043,103.77354,13.069702,33.89698,0.7837044
23,-1,232.7674,110.48194,87.38159,138.38986,0.9979381
23,-1,95.86635,109.08171,86.8226,139.08963,0.9974859
23,-1,600.5908,101.939705,15.111816,36.316414,0.77770334
24,-1,101.11757,110.36847,86.35971,136.65125,0.99797446
24,-1,235.36008,107.50545,83.43097,141.43686,0.99820316
24,-1,601.21967,103.901306,11.078369,33.495163,0.8318686
25,-1,104.18939,111.66944,88.80969,135.08176,0.99868554
25,-1,243.99791,103.84179,74.26021,143.20749,0.9989274
25,-1,377.8017,93.78337,17.005554,59.99324,0.6126407
26,-1,105.576996,105.44422,89.64792,143.55579,0.9986822
26,-1,246.44873,102.28617,72.150696,146.5292,0.9985695
26,-1,377.43027,94.78118,16.576721,60.676353,0.75144774
27,-1,110.81958,101.092125,87.01312,147.82391,0.99904543
27,-1,249.27628,101.2224,73.64026,147.74475,0.9982078
27,-1,377.5099,93.474434,16.466614,61.277092,0.65726966
28,-1,108.630295,97.658875,91.69302,151.34113,0.9992441
28,-1,252.02293,100.406845,73.923325,148.52237,0.9987244
28,-1,377.27457,93.56085,17.172607,60.017487,0.6330516
28,-1,591.9521,108.401665,13.558472,30.609276,0.611286
28,-1,597.62964,104.504585,11.130859,33.879448,0.8027204
29,-1,119.46856,97.1039,85.69926,151.8961,0.99903643
29,-1,254.40988,100.98991,76.36249,146.14615,0.99873024
29,-1,377.30414,95.34008,16.704468,59.98652,0.68072045
29,-1,598.3381,104.564606,8.881714,25.753769,0.8261077
30,-1,122.4561,100.19094,86.57352,148.80905,0.99850285
30,-1,257.516,102.40006,80.23132,146.59995,0.99807173
30,-1,596.63214,105.33466,10.39209,29.092186,0.80255723
31,-1,125.626076,97.76224,86.40673,151.23776,0.99873453
31,-1,255.5988,104.837456,78.30446,143.17307,0.9990845
31,-1,595.44244,105.076355,10.885376,30.57962,0.7243858
32,-1,128.4608,97.324554,85.262726,151.67545,0.99843365
32,-1,256.22937,105.244415,79.02136,143.22604,0.9983582
32,-1,596.15027,106.01554,9.540283,28.78025,0.7204265
33,-1,129.44138,107.31641,86.408966,140.71362,0.9985482
33,-1,256.9068,105.01386,78.368774,143.98615,0.9985482
33,-1,594.53,105.62721,11.022217,28.309967,0.62901044
34,-1,260.30136,105.54779,79.777466,143.45221,0.99884206
34,-1,134.92982,107.57361,79.19116,141.34653,0.99847597
35,-1,261.92688,103.76434,83.79053,144.84158,0.9992287
35,-1,139.85912,106.55955,77.22519,141.86432,0.9991073
36,-1,263.85608,101.07584,83.01727,147.92416,0.99865854
36,-1,143.16505,104.515205,75.20233,142.7351,0.99944085
36,-1,376.7015,93.082504,18.176025,61.77681,0.6321718
37,-1,267.31412,97.53193,82.765076,151.46808,0.99795246
37,-1,148.25732,103.65665,71.5975,145.34335,0.9989519
37,-1,377.0095,94.485,17.3266,60.55478,0.6263573
38,-1,266.60202,99.93993,88.6897,148.95465,0.99900514
38,-1,151.14786,101.23391,70.25217,146.25934,0.9995061
38,-1,376.73788,93.011505,18.039062,61.274017,0.6617192
39,-1,269.2436,100.31052,82.81024,148.18146,0.99923193
39,-1,153.98856,98.94889,69.51718,149.17899,0.9995733
40,-1,270.4995,102.66921,83.3363,146.33078,0.999213
40,-1,154.17212,97.179695,73.1655,151.23584,0.9992298
40,-1,377.39435,94.39748,16.847229,61.413773,0.60611
41,-1,268.40268,104.045586,90.827515,143.75159,0.9992494
41,-1,156.13028,107.81024,70.71692,141.18976,0.9988042
41,-1,187.18863,96.067955,30.399658,35.245537,0.7684897
42,-1,271.93,103.90156,83.7478,143.32864,0.99941707
42,-1,159.00871,105.36392,71.4187,142.82413,0.99938524
43,-1,274.5995,103.67444,78.68939,143.46094,0.99962735
43,-1,163.36223,105.8337,71.53204,143.16629,0.9990288
44,-1,279.4613,101.43882,69.73358,146.12509,0.9990175
44,-1,167.21234,113.24573,72.486725,134.7478,0.99930775
45,-1,167.98776,111.04843,74.64783,137.95157,0.99949825
45,-1,282.46237,98.92131,66.515015,146.04153,0.9995338
46,-1,166.6836,108.98784,78.88397,140.01216,0.999199
46,-1,287.36646,97.02707,61.5271,150.53122,0.9993185
47,-1,174.20062,102.89022,76.40997,145.99747,0.99937624
47,-1,290.01804,91.94846,64.02411,156.56665,0.99917835
48,-1,179.4266,101.67199,72.665955,147.328,0.999433
48,-1,292.6016,95.641,63.562073,153.35901,0.99884284
49,-1,181.05719,99.03959,74.57974,149.96042,0.999637
49,-1,295.25122,97.22969,63.834045,151.17502,0.99904436
50,-1,183.78079,97.73409,74.17871,150.94812,0.9995851
50,-1,297.45914,100.44129,63.816772,148.31528,0.99884725
51,-1,186.6588,97.02426,73.89925,151.97574,0.99951506
51,-1,298.16956,101.3903,64.88733,147.60971,0.9992549
52,-1,187.19275,98.71637,73.74243,149.95108,0.9996636
52,-1,299.0121,101.54801,64.734375,146.78464,0.99915314
53,-1,188.39922,101.98851,73.52922,145.98828,0.999665
53,-1,301.11044,102.18793,66.68103,144.63202,0.9993806
54,-1,301.94833,100.278206,69.11664,147.42667,0.99923885
54,-1,191.06738,102.2099,68.938965,146.7901,0.999527
55,-1,302.80438,94.91184,70.33972,152.06647,0.9993861
55,-1,194.20116,103.76652,66.65633,145.23349,0.99954706
56,-1,304.07822,91.65405,70.28125,156.59732,0.9992761
56,-1,195.74689,100.10277,66.88516,148.89723,0.9992632
57,-1,306.42523,92.97038,71.32776,156.02962,0.9991117
57,-1,197.15027,98.72804,66.10565,150.27196,0.9996264
58,-1,308.65427,95.88157,71.25299,153.11844,0.9992137
58,-1,199.90825,96.19336,64.35487,152.80664,0.999368
59,-1,309.2095,94.39551,73.026794,154.60449,0.9993643
59,-1,200.74336,96.22075,63.37993,152.77925,0.9996307
60,-1,310.22794,100.39454,72.65863,147.7428,0.9994425
60,-1,204.087,96.019714,63.942596,152.98029,0.9991123
61,-1,308.34167,101.24287,76.34027,147.75714,0.99945384
61,-1,205.17166,96.10185,65.60242,152.89815,0.99901736
62,-1,311.23267,100.88781,69.268555,148.11218,0.99942195
62,-1,208.68822,95.85126,66.29939,153.14874,0.9994235
63,-1,313.68018,101.54715,65.499084,146.97299,0.9994942
63,-1,211.37633,99.577995,63.983047,149.422,0.9995635
63,-1,378.09357,93.10163,16.950378,61.98928,0.6216689
64,-1,213.72675,99.90375,64.178955,149.09625,0.99930036
64,-1,317.6993,96.46019,60.82544,152.33444,0.9995771
65,-1,320.77457,93.30267,60.536133,155.69733,0.9993893
65,-1,216.93504,100.74413,63.359116,148.25586,0.99948823
66,-1,219.56502,99.273605,64.66063,149.7264,0.9996394
66,-1,326.36273,95.974144,55.930542,153.02585,0.99828964
66,-1,366.06528,94.51369,26.573853,63.38098,0.6778798
67,-1,327.4016,93.527916,61.650818,155.47208,0.99756855
67,-1,223.80911,98.05094,61.836334,150.60776,0.99930155
68,-1,328.6791,94.3524,61.58307,154.6476,0.9980306
68,-1,227.92332,97.105446,60.258743,151.89456,0.9989691
69,-1,227.59088,92.342026,63.177612,156.65797,0.9989827
69,-1,329.4508,95.159424,61.11078,153.84058,0.99852103
70,-1,329.90033,97.1532,64.64813,151.8468,0.9977329
70,-1,230.52565,92.49963,60.358536,156.50037,0.999005
71,-1,332.0593,98.39964,64.13037,150.60036,0.9988966
71,-1,233.67342,93.22683,59.38875,155.77316,0.9989712
72,-1,333.00333,98.10268,64.4353,150.89732,0.9993093
72,-1,234.20866,95.17169,60.82573,153.82831,0.99912995
73,-1,333.73495,96.46854,63.970337,152.53146,0.9994191
73,-1,235.23099,98.021706,61.61792,150.9783,0.9991968
74,-1,335.24222,96.99971,66.88934,152.00029,0.9990268
74,-1,238.41183,99.432144,60.02649,149.38547,0.99937373
75,-1,337.36264,96.48676,64.081604,152.51324,0.9988783
75,-1,240.73494,98.94678,58.549606,150.05322,0.9995844
76,-1,340.33496,92.4955,63.941162,156.5045,0.99868876
76,-1,243.80424,98.81053,56.984177,150.18947,0.99942243
77,-1,341.38348,93.08814,66.10669,155.91187,0.99784315
77,-1,247.13013,96.75775,55.923645,152.24225,0.998998
78,-1,341.5471,92.757126,65.99884,156.24287,0.9987037
78,-1,249.27167,94.191376,52.678467,154.80862,0.99922097
79,-1,341.74655,92.695496,67.04907,156.3045,0.9987124
79,-1,251.56326,92.46293,51.618103,156.53708,0.998831
80,-1,343.554,94.91459,68.23193,153.65668,0.9990011
80,-1,252.78078,92.17123,52.522568,156.82877,0.99916506
81,-1,346.03143,96.25023,65.916504,152.69562,0.9988142
81,-1,254.48303,93.37899,51.894775,155.621,0.99927694
82,-1,347.71408,95.8725,60.989258,152.39899,0.9987924
82,-1,255.09793,93.68857,54.468506,155.31143,0.99937785
83,-1,351.85648,95.4407,55.65692,153.35324,0.9986601
83,-1,258.06683,95.637825,54.90851,153.36218,0.999373
84,-1,259.46567,98.507454,57.752075,150.49255,0.99930716
84,-1,355.29062,96.103714,49.599854,152.89629,0.99820507
85,-1,262.75162,98.68515,55.979797,150.31485,0.9987411
85,-1,357.7008,94.80116,47.514282,154.19884,0.9978114
86,-1,263.55743,99.11043,56.86743,146.57285,0.9991037
86,-1,360.54987,92.12847,45.427307,156.87152,0.9969014
87,-1,266.23364,98.50228,55.838806,150.49771,0.9995352
87,-1,362.36755,94.89444,44.004272,154.10556,0.99749315
88,-1,267.29266,94.68504,57.218506,153.64651,0.99958533
88,-1,362.43976,94.384476,44.947876,154.61552,0.9974287
89,-1,269.73926,94.547424,54.85785,152.93204,0.99964225
89,-1,360.70554,95.40317,51.853577,153.59683,0.9978114
90,-1,271.51474,94.05988,56.907288,154.94012,0.9995602
90,-1,360.17328,96.551575,55.68329,152.44843,0.9973002
91,-1,271.57248,92.312,58.896606,154.52267,0.99939704
91,-1,360.74628,96.078575,54.83734,152.92142,0.9966007
92,-1,363.29492,95.77727,60.384094,153.13617,0.9967644
92,-1,273.6548,94.34253,58.26111,151.08023,0.9995072
93,-1,364.67163,95.69719,58.703125,151.76437,0.9980592
93,-1,274.8067,95.73827,53.924683,150.89508,0.9992461
94,-1,365.88214,93.446144,57.788574,155.55386,0.998718
94,-1,274.83984,95.45029,56.796143,147.3009,0.99929523
95,-1,367.68692,92.74477,57.144653,156.1265,0.99877924
95,-1,276.5696,98.53309,55.0058,147.55988,0.99921095
96,-1,369.82974,91.58366,56.318604,157.41635,0.9990748
96,-1,279.11322,99.31308,51.817627,148.52432,0.99922323
97,-1,371.0661,92.91352,55.45056,155.7956,0.99869055
97,-1,281.42526,95.18818,50.660767,148.86414,0.9991248
98,-1,371.9604,92.324554,53.741577,156.38733,0.99804175
98,-1,284.2626,95.204346,47.303223,153.79565,0.99913603
99,-1,372.86557,93.6812,55.323486,154.57507,0.99806374
99,-1,285.83673,94.36662,46.788452,154.63338,0.9990664
100,-1,371.4636,96.19516,61.339478,152.80484,0.9988337
100,-1,286.25757,92.480675,49.493103,155.67877,0.99919325
101,-1,373.24744,99.366264,56.455627,148.28088,0.9984491
101,-1,287.7777,93.83548,48.756714,153.84286,0.9993761
101,-1,363.4299,95.61573,21.447449,43.02749,0.6074564
102,-1,374.94858,100.49622,54.009094,146.70276,0.9989478
102,-1,289.91812,95.272545,47.910156,153.72745,0.9992849
102,-1,370.91904,95.71896,20.902344,61.529953,0.65922934
103,-1,290.7889,98.25337,49.794434,150.42902,0.9997553
103,-1,376.02002,95.74099,48.613464,153.259,0.9978108
103,-1,371.9887,95.9652,19.87445,60.685844,0.62684643
104,-1,292.1342,99.97042,49.99884,148.91821,0.9997646
104,-1,378.50845,95.75879,45.650818,153.24121,0.99767894
104,-1,442.58194,99.22807,13.128296,18.949524,0.6791517
105,-1,293.50992,101.00642,52.145813,147.99359,0.99950266
105,-1,380.9286,94.61891,45.67737,154.38109,0.99870384
105,-1,442.79257,98.582504,13.710205,19.419891,0.6279246
106,-1,293.58292,97.14197,51.974243,148.6614,0.9996352
106,-1,383.29504,93.060196,44.029785,155.9398,0.9980842
106,-1,443.1894,98.64341,13.308533,19.999207,0.6121302
107,-1,294.5299,96.59363,54.494446,149.745,0.99907315
107,-1,384.45914,93.1093,46.179016,154.96832,0.9968411
107,-1,361.5179,93.67557,21.855408,53.27571,0.6206061
107,-1,378.2266,96.733505,14.5963745,54.92363,0.66622657
107,-1,443.00604,98.63462,13.412842,20.058975,0.6201531
108,-1,297.43958,92.53545,50.96881,152.8247,0.99868256
108,-1,385.06586,92.82115,47.00293,155.70578,0.99612147
108,-1,361.83423,94.10807,20.802795,54.281837,0.66703063
108,-1,378.4973,95.767204,15.320923,58.574516,0.78066546
108,-1,442.7584,98.54715,13.720825,20.08783,0.60364395
109,-1,297.99036,94.3747,54.128113,148.78043,0.99794596
109,-1,384.51987,95.02121,48.298035,153.97879,0.99827635
109,-1,378.72845,96.315186,16.040833,58.92099,0.6508745
109,-1,442.2069,98.25644,14.131409,19.951859,0.6006441
110,-1,300.39398,91.64819,53.07019,143.18597,0.9973774
110,-1,385.5967,98.28596,45.890198,150.71405,0.9989767
110,-1,378.8478,97.0654,16.888489,59.61055,0.6662061
110,-1,442.23282,98.767654,14.03241,18.790054,0.6006107
111,-1,301.52972,91.51532,53.953003,146.31839,0.9973297
111,-1,384.50345,99.27183,48.92798,148.88123,0.99902546
111,-1,378.13535,95.85153,17.4151,59.406296,0.6176596
112,-1,302.00397,94.47627,53.822998,145.75354,0.9979773
112,-1,384.43927,96.15863,48.9516,152.84137,0.9982895
112,-1,377.818,97.1328,18.276367,56.932938,0.64343524
112,-1,443.53348,98.68352,13.037781,19.915848,0.66939056
113,-1,384.21548,96.357796,49.820618,152.64221,0.99797803
113,-1,304.11777,95.54833,51.642517,142.57596,0.99835986
113,-1,377.31155,96.30223,15.388794,56.47484,0.7332225
113,-1,443.20813,98.71415,13.321106,20.308731,0.60224366
114,-1,386.59485,94.502655,52.646667,152.6142,0.99831116
114,-1,306.4199,95.55221,47.90509,149.94049,0.99898154
114,-1,377.13562,95.148026,15.379456,56.466705,0.6139861
114,-1,443.21497,98.90899,13.015259,19.520538,0.66903126
115,-1,387.8602,92.04913,49.586304,154.17032,0.9986314
115,-1,306.24487,98.98813,48.402893,143.87448,0.9991621
115,-1,378.0511,95.29407,15.238647,60.72412,0.77398
115,-1,443.31204,99.05072,12.935913,18.992828,0.7165917
116,-1,389.9928,94.46706,49.7735,147.9338,0.9977761
116,-1,308.85547,97.25971,47.155884,144.76361,0.99927217
116,-1,364.02533,97.3824,17.377502,65.98056,0.687139
116,-1,377.72256,95.28663,14.456909,60.43267,0.82163346
116,-1,443.63007,99.54797,12.345581,17.607315,0.7116535
117,-1,390.22412,91.217995,51.297424,152.50418,0.99717295
117,-1,311.81192,95.88454,45.497253,148.11304,0.99922824
117,-1,378.27704,96.79942,15.181763,58.733368,0.71230143
117,-1,443.65585,99.18975,12.493713,19.163788,0.7301431
118,-1,392.03958,95.91208,49.064148,146.70853,0.9971529
118,-1,312.84445,93.43223,44.755127,146.4881,0.9990503
118,-1,363.8926,97.283005,17.43695,66.58554,0.6153119
118,-1,378.14795,97.10608,16.386658,58.89749,0.768015
118,-1,443.09946,98.447235,12.591797,22.289902,0.7577099
119,-1,393.2855,95.149055,47.852905,147.2215,0.9977896
119,-1,313.60452,91.004745,45.89972,151.8039,0.99825126
119,-1,363.44824,96.73845,17.794739,66.57059,0.6429375
119,-1,378.42078,97.50338,16.034973,58.06391,0.7253357
119,-1,442.94827,98.606636,12.737366,22.497147,0.7663408
120,-1,392.50815,98.54531,48.806396,143.93823,0.9978721
120,-1,315.15298,91.7536,47.202576,146.62775,0.9983303
120,-1,444.95047,99.48321,10.88739,18.492966,0.7557145
121,-1,392.3536,99.87679,49.794617,143.45425,0.99895597
121,-1,314.85736,92.31631,48.207275,144.30057,0.99784493
121,-1,378.51532,94.59488,15.040955,62.343918,0.66590494
121,-1,444.95337,98.92571,10.864319,19.00447,0.7495041
122,-1,315.70566,92.28187,51.559204,144.31122,0.99827313
122,-1,392.34543,101.43095,49.52246,141.66882,0.9988794
122,-1,378.10553,95.2699,16.634033,62.257965,0.71309495
122,-1,445.2558,98.80612,10.589966,19.4926,0.75104314
123,-1,317.02798,96.56275,50.317505,141.28506,0.99914694
123,-1,393.3807,99.24807,46.62915,145.86594,0.9988193
123,-1,376.29938,94.017105,19.166626,62.722534,0.76835227
123,-1,445.58868,98.378685,10.266357,20.788834,0.6466543
124,-1,318.9817,95.703896,48.25287,140.37274,0.9991732
124,-1,394.79373,97.646996,46.203247,144.58682,0.998648
124,-1,363.13715,95.97196,20.25769,71.06933,0.6709791
124,-1,376.88654,96.61725,16.790833,60.427155,0.7602409
124,-1,445.72043,98.3676,9.93811,20.900314,0.6139282
125,-1,321.64618,98.2998,48.453796,136.64285,0.9991611
125,-1,395.07242,96.45094,44.915527,145.51965,0.9986307
125,-1,376.7773,98.09416,17.871521,56.676575,0.83178866
126,-1,324.04214,100.347855,46.999146,134.77612,0.9991364
126,-1,397.55917,95.79761,42.830566,142.11374,0.9975809
126,-1,376.89423,96.70084,18.65393,57.652702,0.8324156
126,-1,446.68994,99.096085,9.364258,21.14862,0.63874716
127,-1,398.26025,96.672325,50.15619,141.82434,0.9968079
127,-1,325.26077,100.172554,46.444397,135.44174,0.998645
127,-1,378.57703,94.57682,17.46051,61.010094,0.8439813
128,-1,399.7994,95.7924,49.975037,144.49335,0.9945452
128,-1,326.2794,96.723976,46.342957,137.65991,0.9984213
128,-1,377.19812,95.01407,17.360962,60.13263,0.8799064
129,-1,399.5001,97.363655,50.76831,142.76074,0.99781764
129,-1,326.8225,94.35979,46.83789,133.02255,0.99819416
129,-1,376.80496,95.23871,18.46405,60.231644,0.85601485
130,-1,399.10593,98.07266,49.859375,141.93655,0.9975604
130,-1,328.6481,92.854034,45.72052,135.94998,0.9988675
130,-1,376.21097,95.772354,18.247375,60.893173,0.8610529
131,-1,399.76315,97.62983,52.33893,140.79291,0.99864346
131,-1,329.38672,93.30551,47.42914,132.4404,0.9978994
131,-1,376.1082,96.231125,18.19873,59.978134,0.8876631
132,-1,402.32187,98.3492,47.414307,137.92426,0.999246
132,-1,330.8869,94.20097,46.81073,127.66669,0.99771154
132,-1,375.76486,95.87347,18.597229,59.744118,0.8773668
133,-1,403.7095,96.95547,47.53949,139.56207,0.9985607
133,-1,332.00076,94.69397,46.761475,131.65607,0.99791235
133,-1,375.46124,94.348625,20.010254,60.90908,0.8091069
134,-1,404.7079,95.54484,47.63202,139.64478,0.99839526
134,-1,334.17078,93.6448,43.250916,137.11682,0.9988481
134,-1,376.7008,94.601364,17.220764,58.294083,0.77050203
135,-1,404.8356,92.663025,47.982727,141.03586,0.998324
135,-1,333.99426,94.486664,45.201294,134.8353,0.9982809
136,-1,405.07043,93.23217,50.657227,139.31824,0.9985085
136,-1,335.87924,95.18471,45.793518,134.56543,0.9980096
137,-1,405.22733,92.98755,53.103027,139.29684,0.99866104
137,-1,338.4578,95.821945,43.125366,131.37503,0.998058
137,-1,375.03842,95.2697,18.728943,59.002502,0.69664156
138,-1,405.54056,97.204475,53.383057,131.96533,0.9984213
138,-1,339.00458,93.53271,44.06604,138.36093,0.9984048
138,-1,376.13388,95.39089,16.697754,58.443092,0.6288309
139,-1,406.25403,95.65861,53.49182,132.54547,0.9988254
139,-1,339.04565,92.39345,45.617493,136.37842,0.99865305
139,-1,375.84158,95.8368,19.23462,59.043007,0.62079597
140,-1,405.62152,96.48171,54.075867,132.54843,0.99868435
140,-1,340.4031,93.87368,44.542114,133.33157,0.9987993
140,-1,376.06476,94.61664,17.047424,59.39688,0.6276351
141,-1,406.9314,96.199394,50.751892,133.20358,0.99842155
141,-1,341.45926,94.05853,44.34729,133.47787,0.9985386
142,-1,409.67007,96.755775,46.374878,134.46829,0.9984706
142,-1,341.81714,94.18873,44.928223,131.84814,0.9985429
143,-1,342.79718,96.51196,45.561584,130.23996,0.99914837
143,-1,410.73148,96.3966,43.97119,132.91785,0.9983531
144,-1,345.30948,100.43097,45.40326,125.27414,0.99897987
144,-1,412.79453,96.856514,39.390015,131.90201,0.99836224
145,-1,346.24863,98.241875,45.787415,127.59571,0.99859494
145,-1,414.44067,95.9116,38.46277,132.94131,0.9983967
146,-1,349.14606,95.955605,43.520325,130.80908,0.9982528
146,-1,415.83197,94.82913,39.05902,131.94449,0.9982766
147,-1,350.10886,96.357216,41.901123,129.70905,0.99869126
147,-1,416.1467,95.16133,37.742798,131.17667,0.9977598
148,-1,350.46335,95.00451,43.380127,128.84476,0.9983771
148,-1,416.08295,95.44014,38.171753,131.07452,0.9985018
149,-1,352.02515,94.33117,40.405273,130.17032,0.99884194
149,-1,416.0269,96.75433,38.13922,131.73315,0.99871063
